proto,subproto,bulk0,bulk1,bulk2,bulk3,client_packet0,client_packet1,server_packet0,server_packet1,client_bulksize_avg,client_bulksize_dev,server_bulksize_avg,server_bulksize_dev,client_packetsize_avg,client_packetsize_dev,server_packetsize_avg,server_packetsize_dev,client_packets_per_bulk,server_packets_per_bulk,client_effeciency,server_efficiency,byte_ratio,payload_ratio,packet_ratio,client_bytes,client_payload,client_packets,client_bulks,server_bytes,server_payload,server_packets,server_bulks,is_tcp
DNS,,56,143,56,143,64,64,151,151,53.0,4.242640687119285,116.33333333333333,37.71236166328253,61.0,4.242640687119285,124.33333333333333,37.71236166328253,1.0,1.0,0.8688524590163934,0.935656836461126,0.4906166219839142,0.45558739255014324,1.0,183,159,3,3,373,349,3,3,0
QUIC,GoogleServices,1670,2140,111,262,1258,81,785,1258,890.5,779.5,1201.0,939.0,453.25,476.3320139356581,408.3333333333333,458.7757864384543,2.0,3.0,0.9823496966354109,0.9804081632653061,0.74,0.7414654454621149,0.6666666666666666,1813,1781,4,2,2450,2402,6,2,0
TLS,Microsoft,517,6200,158,51,537,20,1480,1480,337.5,179.5,3125.5,3074.5,188.75,211.1556002098926,1061.8333333333333,598.0664446549582,2.0,3.0,0.8940397350993378,0.9811646523308742,0.11850572908491602,0.1079827227643577,0.6666666666666666,755,675,4,2,6371,6251,6,2,1
QUIC,YouTube,1329,2109,2341,25,1258,87,1258,791,1835.0,506.0,1067.0,1042.0,619.6666666666666,555.2866126805347,541.5,510.7594835145012,3.0,2.0,0.9870898332436794,0.9852262234533703,1.716528162511542,1.7197750702905341,1.5,3718,3670,6,2,2166,2134,4,2,0
DNS,,57,139,0,0,65,0,147,0,57.0,0.0,139.0,0.0,65.0,0.0,147.0,0.0,1.0,1.0,0.8769230769230769,0.9455782312925171,0.4421768707482993,0.41007194244604317,1.0,65,57,1,1,147,139,1,1,0
QUIC,Google,2530,2107,112,27,1258,87,1258,785,891.6666666666666,1158.9254601665382,1067.0,1040.0,453.8333333333333,551.8086675248546,541.5,508.64255622195043,2.0,2.0,0.982372383400661,0.9852262234533703,1.2571560480147739,1.253514526710403,1.5,2723,2675,6,3,2166,2134,4,2,0
TLS,Microsoft,214,3758,158,120,234,20,1480,1480,186.0,28.0,1939.0,1819.0,96.8,91.00857102493148,795.6,626.901778590554,2.5,2.5,0.768595041322314,0.9748617395676219,0.1216691804927099,0.0959257349149046,1.0,484,372,5,2,3978,3878,5,2,1
TLS,AmazonAWS,517,225,921,0,537,20,20,153,719.0,202.0,225.0,0.0,379.5,349.59726829596366,57.5,47.32071428032337,2.0,6.0,0.9472990777338604,0.6521739130434783,4.4,6.391111111111111,0.6666666666666666,1518,1438,4,2,345,225,6,1,1
QUIC,Google,1330,1878,1423,118,1258,88,1258,636,1376.5,46.5,998.0,880.0,466.8333333333333,558.2378276525358,507.0,492.44796679446245,3.0,2.0,0.9828632631203141,0.9842209072978304,1.381163708086785,1.379258517034068,1.5,2801,2753,6,2,2028,1996,4,2,0
TLS,Cloudflare,517,2122,64,528,537,20,20,1480,194.0,229.83907413666634,1325.0,797.0,136.4,201.81238812322698,550.0,537.4249715076514,1.6666666666666667,2.5,0.8533724340175953,0.9636363636363636,0.248,0.21962264150943397,1.0,682,582,5,3,2750,2650,5,2,1
TLS,Cloudflare,517,3467,0,0,537,20,20,1480,517.0,0.0,3467.0,0.0,278.5,258.5,713.4,657.0222522867853,2.0,5.0,0.9281867145421903,0.9719652368937483,0.15615363050182227,0.14912027689645227,0.4,557,517,2,1,3567,3467,5,1,1
TLS,Cloudflare,517,3466,64,0,537,20,20,1480,290.5,226.5,3466.0,0.0,165.25,216.2144479446274,597.6666666666666,653.0854121441969,2.0,6.0,0.8789712556732224,0.9665365309537088,0.18432794199665364,0.16762839007501443,0.6666666666666666,661,581,4,2,3586,3466,6,1,1
TLS,Cloudflare,517,3468,64,0,537,20,20,1480,290.5,226.5,3468.0,0.0,165.25,216.2144479446274,598.0,653.0696746902278,2.0,6.0,0.8789712556732224,0.9665551839464883,0.18422519509476032,0.16753171856978086,0.6666666666666666,661,581,4,2,3588,3468,6,1,1
DNS,,33,65,57,139,41,65,73,147,51.6,9.32952303175248,125.6,30.34205002962061,59.6,9.32952303175248,133.6,30.34205002962061,1.0,1.0,0.8657718120805369,0.9401197604790419,0.44610778443113774,0.410828025477707,1.0,298,258,5,5,668,628,5,5,0
QUIC,Google,1330,1878,1476,118,1258,88,1258,636,1403.0,73.0,998.0,880.0,475.6666666666667,552.3400723789244,507.0,492.44796679446245,3.0,2.0,0.9831814996496145,0.9842209072978304,1.4072978303747534,1.405811623246493,1.5,2854,2806,6,2,2028,1996,4,2,0
TLS,,517,150,53,0,537,71,20,170,285.0,232.0,150.0,0.0,134.0,202.441102545901,54.8,57.84945980733096,2.5,5.0,0.8507462686567164,0.5474452554744526,2.4452554744525545,3.8,1.0,670,570,5,2,274,150,5,1,1
QUIC,Google,1844,2190,111,0,1258,86,1258,791,977.5,866.5,2190.0,0.0,399.0,464.2430397970442,446.0,495.79592575978273,2.5,5.0,0.9799498746867168,0.9820627802690582,0.8946188340807175,0.8926940639269406,1.0,1995,1955,5,2,2230,2190,5,1,0
TLS,,517,137,2551,353,537,71,20,157,1534.0,1017.0,245.0,108.0,633.6,565.785330315306,118.0,122.79576539930031,2.5,2.5,0.9684343434343434,0.8305084745762712,5.3694915254237285,6.261224489795918,1.0,3168,3068,5,2,590,490,5,2,1
QUIC,GoogleCloud,1250,1250,1773,27,1258,1258,1258,35,1018.6666666666666,728.9427656239931,629.3333333333334,499.45592620592885,517.3333333333334,535.2347356274836,480.0,487.1000923834854,2.0,1.3333333333333333,0.9845360824742269,0.9833333333333333,1.6166666666666667,1.61864406779661,1.5,3104,3056,6,3,1920,1888,4,3,0
QUIC,GoogleServices,2295,2136,111,27,1258,86,1258,799,813.0,1048.4159479901095,1081.5,1054.5,414.5,503.40200966358225,548.75,507.0238529891863,2.0,2.0,0.9806996381182147,0.9854214123006834,1.1330296127562642,1.1276005547850207,1.5,2487,2439,6,3,2195,2163,4,2,0
DNS,,56,143,56,143,64,64,151,151,70.0,17.899720668211557,157.0,17.899720668211557,78.0,17.899720668211557,165.0,17.899720668211557,1.0,1.0,0.8974358974358975,0.9515151515151515,0.4727272727272727,0.445859872611465,1.0,390,350,5,5,825,785,5,5,0
TLS,Telegram,129,137,137,169,149,157,157,189,139.66666666666666,9.977753031397176,153.0,16.0,89.83333333333333,70.18883260335808,96.5,77.3320761392063,2.0,2.0,0.7773654916512059,0.7927461139896373,1.3963730569948187,1.369281045751634,1.5,539,419,6,3,386,306,4,2,1
TLS,Cybersec,232,3169,126,51,252,20,20,1480,319.3333333333333,203.12448290532473,1189.6666666666667,1404.8775351926192,259.5,223.75153630757487,614.8333333333334,622.7148669781022,1.3333333333333333,2.0,0.9229287090558767,0.9674708593114665,0.2813770669558146,0.26842252731857663,0.6666666666666666,1038,958,4,3,3689,3569,6,3,1
TLS,Telegram,249,197,137,169,269,157,217,189,158.33333333333334,67.03896047987486,183.0,14.0,99.16666666666667,92.27389783802471,111.5,92.03396112305501,2.0,2.0,0.7983193277310925,0.820627802690583,1.3340807174887892,1.2978142076502732,1.5,595,475,6,3,446,366,4,2,1
DNS,,56,143,56,143,64,64,151,151,56.333333333333336,0.4714045207910317,141.66666666666666,1.8856180831641267,64.33333333333333,0.4714045207910317,149.66666666666666,1.8856180831641267,1.0,1.0,0.8756476683937824,0.9465478841870824,0.4298440979955457,0.3976470588235294,1.0,193,169,3,3,449,425,3,3,0
QUIC,YouTube,2972,5387,41,0,1258,83,1258,1258,1506.5,1465.5,5387.0,0.0,610.6,541.7544093036992,1085.4,345.2,2.5,5.0,0.9868981329839502,0.9926294453657638,0.56255758245808,0.5593094486727307,1.0,3053,3013,5,2,5427,5387,5,1,0
DNS,,57,139,41,234,65,49,147,242,57.0,20.211382931407737,168.25,40.28880117352712,53.6,6.053098380168623,176.25,40.28880117352712,1.25,1.0,0.8507462686567164,0.9546099290780142,0.3801418439716312,0.3387815750371471,1.25,268,228,5,4,705,673,4,4,0
TLS,Telegram,345,201,137,169,365,157,221,189,243.66666666666666,84.99934640271589,185.0,16.0,141.83333333333334,135.85214593651273,112.5,93.18932342280418,2.0,2.0,0.8589894242068156,0.8222222222222222,1.8911111111111112,1.9756756756756757,1.5,851,731,6,3,450,370,4,2,1
TLS,Cybersec,232,3169,126,51,252,20,20,1480,319.3333333333333,203.12448290532473,1189.6666666666667,1404.8775351926192,259.5,223.75153630757487,614.8333333333334,622.7148669781022,1.3333333333333333,2.0,0.9229287090558767,0.9674708593114665,0.2813770669558146,0.26842252731857663,0.6666666666666666,1038,958,4,3,3689,3569,6,3,1
TLS,Microsoft365,195,5801,158,51,215,20,1480,1480,336.6666666666667,227.01297075032716,2926.0,2875.0,222.0,241.0883655425952,1190.4,559.9037774475182,1.6666666666666667,2.5,0.9099099099099099,0.9831989247311828,0.18649193548387097,0.17259056732740943,1.0,1110,1010,5,3,5952,5852,5,2,1
QUIC,YouTube,4225,5381,0,0,1258,86,1258,1258,4225.0,0.0,5381.0,0.0,853.0,504.8318531947048,1084.2,347.59999999999997,5.0,5.0,0.9906213364595545,0.9926212875853163,0.7867552112156428,0.7851700427429846,1.0,4265,4225,5,1,5421,5381,5,1,0
QUIC,Google,2432,2107,111,25,1258,88,1258,791,858.6666666666666,1112.9703000929042,1066.0,1041.0,437.3333333333333,530.0319696856868,541.0,511.207883350795,2.0,2.0,0.9817073170731707,0.9852125693160814,1.212569316081331,1.2082551594746718,1.5,2624,2576,6,3,2164,2132,4,2,0
TLS,,517,3233,2649,0,537,20,20,1430,1583.0,1066.0,3233.0,0.0,653.2,548.6935027863917,666.6,641.2973101456141,2.5,5.0,0.9693815064298836,0.96999699969997,0.9798979897989799,0.9792762140426848,1.0,3266,3166,5,2,3333,3233,5,1,1
TLS,Github,534,437,695,59,554,84,20,457,614.5,80.5,248.0,189.0,327.25,229.47045016733637,102.66666666666667,159.9204663436033,2.0,3.0,0.9388846447669977,0.8051948051948052,2.125,2.4778225806451615,0.6666666666666666,1309,1229,4,2,616,496,6,2,1
TLS,Cybersec,197,5398,126,51,217,20,20,1480,176.0,35.505868059613285,2724.5,2673.5,152.0,82.17968118701849,928.1666666666666,631.84661025354,1.3333333333333333,3.0,0.868421052631579,0.9784521458071467,0.10917579457712336,0.09689851348871352,0.6666666666666666,608,528,4,3,5569,5449,6,2,1
TLS,Telegram,105,85,217,169,125,237,105,189,153.0,47.10272462041518,127.0,42.0,96.5,83.43610329667447,83.5,70.1017118193272,2.0,2.0,0.7927461139896373,0.7604790419161677,1.7335329341317365,1.8070866141732282,1.5,579,459,6,3,334,254,4,2,1
DNS,AmazonAWS,68,470,0,0,42,42,243,243,68.0,0.0,470.0,0.0,42.0,0.0,243.0,0.0,2.0,2.0,0.8095238095238095,0.9670781893004116,0.1728395061728395,0.14468085106382977,1.0,84,68,2,1,486,470,2,1,0
DNS,AmazonAWS,82,82,0,0,49,49,49,49,82.0,0.0,82.0,0.0,49.0,0.0,49.0,0.0,2.0,2.0,0.8367346938775511,0.8367346938775511,1.0,1.0,1.0,98,82,2,1,98,82,2,1,0
TLS,,530,4562,2671,0,550,20,20,1480,1600.5,1070.5,4562.0,0.0,660.2,557.9105304616503,932.4,673.1352315842635,2.5,5.0,0.9697061496516207,0.9785499785499786,0.7080652080652081,0.7016659359929855,1.0,3301,3201,5,2,4662,4562,5,1,1
TLS,Telegram,261,117,137,169,281,157,137,189,183.66666666666666,55.071670474835685,143.0,26.0,111.83333333333333,99.74871204960772,91.5,73.82580849540356,2.0,2.0,0.8211624441132638,0.7814207650273224,1.8333333333333333,1.9265734265734267,1.5,671,551,6,3,366,286,4,2,1
DNS,Google,40,121,57,139,48,65,129,147,50.4,6.711184694225007,113.4,29.810065414218734,58.4,6.711184694225007,121.4,29.810065414218734,1.0,1.0,0.863013698630137,0.9341021416803954,0.48105436573311366,0.4444444444444444,1.0,292,252,5,5,607,567,5,5,0
TLS,Teams,517,5985,1697,0,537,20,1480,1480,1107.0,590.0,5985.0,0.0,462.8,528.2603146177082,1217.0,526.0,2.5,5.0,0.9567847882454624,0.9835661462612982,0.38027937551355795,0.3699248120300752,1.0,2314,2214,5,2,6085,5985,5,1,1
QUIC,YouTube,1250,5395,206,0,1258,49,1258,1258,728.0,522.0,5395.0,0.0,299.2,479.67589057612645,1087.0,342.0,2.5,5.0,0.9732620320855615,0.9926402943882244,0.2752529898804048,0.26987951807228916,1.0,1496,1456,5,2,5435,5395,5,1,0
QUIC,GoogleServices,2149,2186,111,0,1258,88,1258,789,1130.0,1019.0,2186.0,0.0,460.0,495.0381803457184,445.2,495.7855988227169,2.5,5.0,0.9826086956521739,0.9820305480682839,1.0332434860736748,1.0338517840805124,1.0,2300,2260,5,2,2226,2186,5,1,0
QUIC,Google,1586,4984,427,842,1258,85,1258,1258,1006.5,579.5,2913.0,2071.0,410.6,441.758576600387,1173.2,161.71876823671394,2.5,2.5,0.9805163175840234,0.993181043300375,0.34998295260825096,0.3455200823892894,1.0,2053,2013,5,2,5866,5826,5,2,0
QUIC,YouTube,1250,5391,164,0,1258,49,1258,1258,707.0,543.0,5391.0,0.0,290.8,483.6,1086.2,343.6,2.5,5.0,0.9724896836313618,0.992634873872215,0.2677223347449825,0.26228900018549434,1.0,1454,1414,5,2,5431,5391,5,1,0
QUIC,Google,1323,2122,670,117,1258,81,1258,784,996.5,326.5,1119.5,1002.5,406.6,467.5624450273995,455.8,485.8717526261432,2.5,2.5,0.9803246433841614,0.9824484422992541,0.8920579201404124,0.8901295221080839,1.0,2033,1993,5,2,2279,2239,5,2,0
TLS,Telegram,269,129,89,169,289,109,149,189,165.0,76.10519036176179,149.0,20.0,102.5,98.5,94.5,75.83040287378144,2.0,2.0,0.8048780487804879,0.7883597883597884,1.626984126984127,1.6610738255033557,1.5,615,495,6,3,378,298,4,2,1
DNS,,57,139,56,143,65,64,147,151,56.5,0.5,141.0,2.0,64.5,0.5,149.0,2.0,1.0,1.0,0.875968992248062,0.9463087248322147,0.43288590604026844,0.40070921985815605,1.0,258,226,4,4,596,564,4,4,0
QUIC,YouTube,2423,1250,79,929,1258,86,1258,787,856.0,1108.0490362193664,1089.5,160.5,436.0,528.6656158039157,552.75,499.5469822749408,2.0,2.0,0.981651376146789,0.9855269109000452,1.1831750339213025,1.1785222579164754,1.5,2616,2568,6,3,2211,2179,4,2,0
TLS,,517,3235,126,258,537,20,20,1480,701.0,559.9291621863132,1746.5,1488.5,440.6,553.2166302634078,718.6,630.6788723272724,1.6666666666666667,2.5,0.9546073536087154,0.9721681046479266,0.6131366546061787,0.6020612653879187,1.0,2203,2103,5,3,3593,3493,5,2,1
TLS,Telegram,193,137,89,169,213,109,157,189,166.33333333333334,55.553777749332426,153.0,16.0,103.16666666666667,91.97720128138035,96.5,77.3320761392063,2.0,2.0,0.8061389337641357,0.7927461139896373,1.6036269430051813,1.630718954248366,1.5,619,499,6,3,386,306,4,2,1
DNS,,57,139,43,254,65,51,147,262,53.6,5.4626001134990645,150.0,54.25126726630448,61.6,5.4626001134990645,158.0,54.25126726630448,1.0,1.0,0.8701298701298701,0.9493670886075949,0.389873417721519,0.35733333333333334,1.0,308,268,5,5,790,750,5,5,0
TLS,,530,4562,2671,0,550,20,20,1480,1600.5,1070.5,4562.0,0.0,660.2,557.9105304616503,932.4,673.1352315842635,2.5,5.0,0.9697061496516207,0.9785499785499786,0.7080652080652081,0.7016659359929855,1.0,3301,3201,5,2,4662,4562,5,1,1
DNS,,57,139,34,50,65,42,147,58,47.2,11.617228585166085,119.8,35.25563784701675,55.2,11.617228585166085,127.8,35.25563784701675,1.0,1.0,0.855072463768116,0.9374021909233177,0.431924882629108,0.39398998330550916,1.0,276,236,5,5,639,599,5,5,0
TLS,,530,4562,2671,0,550,20,20,1480,1600.5,1070.5,4562.0,0.0,660.2,557.9105304616503,932.4,673.1352315842635,2.5,5.0,0.9697061496516207,0.9785499785499786,0.7080652080652081,0.7016659359929855,1.0,3301,3201,5,2,4662,4562,5,1,1
TLS,Microsoft,591,154,6633,0,611,71,20,174,3612.0,3021.0,154.0,0.0,923.0,548.3858130914767,97.0,77.0,4.0,2.0,0.9783315276273022,0.7938144329896907,38.06185567010309,46.90909090909091,4.0,7384,7224,8,2,194,154,2,1,1
TLS,,517,3233,2663,258,537,20,20,1430,1590.0,1073.0,1745.5,1487.5,656.0,551.164948087231,718.2,595.9726168206053,2.5,2.5,0.9695121951219512,0.9721526037315511,0.9133945976051239,0.9109137782870238,1.0,3280,3180,5,2,3591,3491,5,2,1
TLS,,530,4562,2671,0,550,20,20,1480,1600.5,1070.5,4562.0,0.0,660.2,557.9105304616503,932.4,673.1352315842635,2.5,5.0,0.9697061496516207,0.9785499785499786,0.7080652080652081,0.7016659359929855,1.0,3301,3201,5,2,4662,4562,5,1,1
TLS,Microsoft,592,154,6605,0,612,71,20,174,3598.5,3006.5,154.0,0.0,919.625,547.6401504409624,97.0,77.0,4.0,2.0,0.9782520048932989,0.7938144329896907,37.922680412371136,46.73376623376623,4.0,7357,7197,8,2,194,154,2,1,1
TLS,Microsoft365,517,99,523,4521,537,543,119,1480,402.0,166.89517668285083,2310.0,2211.0,261.2,229.72627189766519,944.0,656.597593659922,1.6666666666666667,2.5,0.9234303215926493,0.9788135593220338,0.2766949152542373,0.261038961038961,1.0,1306,1206,5,3,4720,4620,5,2,1
QUIC,Google,2180,2134,144,0,1258,83,1258,794,1162.0,1018.0,2134.0,0.0,395.3333333333333,484.29490556432194,541.5,511.7560453966323,3.0,4.0,0.9797639123102867,0.9852262234533703,1.0951061865189289,1.0890346766635426,1.5,2372,2324,6,2,2166,2134,4,1,0
QUIC,Google,2149,1250,78,871,1258,86,1258,798,573.25,909.9451563143792,716.0,511.1757688571189,390.1666666666667,478.64023255700323,545.0,510.00343136100565,1.5,1.3333333333333333,0.9794959419051688,0.9853211009174312,1.0738532110091743,1.0675046554934824,1.5,2341,2293,6,4,2180,2148,4,3,0
TLS,Cybersec,197,5398,126,51,217,20,20,1480,161.5,35.5,2724.5,2673.5,100.75,84.56173780144303,928.1666666666666,631.84661025354,2.0,3.0,0.8014888337468983,0.9784521458071467,0.07236487699766565,0.05927693154707286,0.6666666666666666,403,323,4,2,5569,5449,6,2,1
DNS,Amazon,39,98,51,168,47,59,106,176,39.2,6.241794613730893,122.0,31.13197712963313,47.2,6.241794613730893,130.0,31.13197712963313,1.0,1.0,0.8305084745762712,0.9384615384615385,0.3630769230769231,0.32131147540983607,1.0,236,196,5,5,650,610,5,5,0
TLS,,517,5625,717,0,537,20,20,1480,617.0,100.0,5625.0,0.0,328.5,250.876961875737,957.5,667.256509897056,2.0,6.0,0.939117199391172,0.97911227154047,0.22872062663185377,0.21937777777777778,0.6666666666666666,1314,1234,4,2,5745,5625,6,1,1
QUIC,Facebook,2160,2730,81,96,1258,84,1240,1240,1120.5,1039.5,1413.0,1317.0,568.25,503.7044644431891,479.0,540.093510422038,2.0,3.0,0.9859216893972723,0.9832985386221295,0.790883785664579,0.7929936305732485,0.6666666666666666,2273,2241,4,2,2874,2826,6,2,0
TLS,AmazonAWS,517,234,550,217,537,84,20,254,533.5,16.5,225.5,8.5,286.75,193.94764113028032,95.16666666666667,88.70628813988078,2.0,3.0,0.93025283347864,0.7898423817863398,2.008756567425569,2.3658536585365852,0.6666666666666666,1147,1067,4,2,571,451,6,2,1
TLS,Facebook,517,2408,604,0,537,20,20,1412,560.5,43.5,2408.0,0.0,244.2,214.11436196574954,501.6,601.7021189924463,2.5,5.0,0.9180999180999181,0.960127591706539,0.4868421052631579,0.46553156146179403,1.0,1221,1121,5,2,2508,2408,5,1,1
DNS,,31,84,36,100,39,44,92,108,38.0,4.33589667773576,100.0,21.93627133311402,46.0,4.33589667773576,108.0,21.93627133311402,1.0,1.0,0.8260869565217391,0.9259259259259259,0.42592592592592593,0.38,1.0,230,190,5,5,540,500,5,5,0
TLS,AmazonAWS,517,234,691,146,537,84,20,254,604.0,87.0,190.0,44.0,322.0,224.30893874297564,83.33333333333333,93.09970760188003,2.0,3.0,0.937888198757764,0.76,2.576,3.1789473684210527,0.6666666666666666,1288,1208,4,2,500,380,6,2,1
TLS,,517,3918,2723,0,537,32,20,1018,1620.0,1103.0,3918.0,0.0,562.0,583.4292302127711,999.5,596.1381970650765,3.0,4.0,0.9608540925266904,0.9799899949974987,0.8434217108554277,0.8269525267993875,1.5,3372,3240,6,2,3998,3918,4,1,1
QUIC,GoogleCloud,1250,1250,1712,27,1258,1258,1258,35,998.3333333333334,708.1724523180933,629.3333333333334,499.45592620592885,507.1666666666667,538.5627220255368,480.0,487.1000923834854,2.0,1.3333333333333333,0.9842260926717056,0.9833333333333333,1.5848958333333334,1.586334745762712,1.5,3043,2995,6,3,1920,1888,4,3,0
QUIC,Google,1325,785,1250,1275,1258,83,793,33,1120.0,238.85141824992374,1134.3333333333333,248.57102718449622,680.0,517.1185550722387,688.6,535.6150109920371,1.6666666666666667,1.6666666666666667,0.9882352941176471,0.98838222480395,0.9875108916642463,0.9873640905083749,1.0,3400,3360,5,3,3443,3403,5,3,0
QUIC,Google,1328,5022,976,0,1258,86,1258,1258,1152.0,176.0,5022.0,0.0,468.8,475.37749210495866,1012.4,489.20245297831445,2.5,5.0,0.9829351535836177,0.9920979849861715,0.46305807981035163,0.45878136200716846,1.0,2344,2304,5,2,5062,5022,5,1,0
TLS,AmazonAWS,517,3372,995,0,537,20,20,1480,756.0,239.0,3372.0,0.0,272.0,215.6695002389845,863.0,637.3593962592848,3.0,4.0,0.9264705882352942,0.9768250289687138,0.4727694090382387,0.4483985765124555,1.5,1632,1512,6,2,3452,3372,4,1,1
TLS,AmazonAWS,517,5368,225,0,537,20,20,1480,371.0,146.0,5368.0,0.0,170.8,189.42375774965504,1093.6,567.0730464411088,2.5,5.0,0.8688524590163934,0.9817117776152158,0.15618141916605707,0.13822652757078988,1.0,854,742,5,2,5468,5368,5,1,1
QUIC,Cloudflare,1759,1200,90,149,1258,85,1208,60,631.3333333333334,797.5923492333383,674.5,525.5,386.8,457.762121630875,277.8,465.25193175310943,1.6666666666666667,2.5,0.9793174767321613,0.9712023038156947,1.392368610511159,1.4040029651593773,1.0,1934,1894,5,3,1389,1349,5,2,0
TLS,AmazonAWS,517,5353,0,0,537,20,20,1480,517.0,0.0,5353.0,0.0,278.5,258.5,912.1666666666666,653.9318049732369,2.0,6.0,0.9281867145421903,0.9780741823497168,0.10177233692673122,0.09658135624883243,0.3333333333333333,557,517,2,1,5473,5353,6,1,1
TLS,AmazonAWS,517,5569,126,51,537,20,20,1480,427.6666666666667,219.14125327945192,2810.0,2759.0,340.75,265.16162524015425,956.6666666666666,651.5437224179374,1.3333333333333333,3.0,0.9413059427732942,0.9790940766550522,0.23745644599303137,0.2282918149466192,0.6666666666666666,1363,1283,4,3,5740,5620,6,2,1
TLS,Amazon,517,6344,0,0,537,20,20,20,517.0,0.0,6344.0,0.0,192.33333333333334,243.71613724896338,926.2857142857143,658.020780020491,3.0,7.0,0.8960138648180243,0.9784083898827884,0.08898827884022209,0.08149432534678436,0.42857142857142855,577,517,3,1,6484,6344,7,1,1
TLS,Azure,278,5171,80,0,298,20,1480,1480,179.0,99.0,5171.0,0.0,81.66666666666667,100.83925602440527,1312.75,289.6854975658947,3.0,4.0,0.7306122448979592,0.9847648067034851,0.09331555894115406,0.06923225681686328,1.5,490,358,6,2,5251,5171,4,1,1
QUIC,Google,1330,2121,638,117,1258,88,1258,793,984.0,346.0,1119.0,1002.0,401.6,464.5852343757817,455.6,488.5654920274252,2.5,2.5,0.9800796812749004,0.9824407374890255,0.8814749780509219,0.8793565683646113,1.0,2008,1968,5,2,2278,2238,5,2,0
TLS,Telegram,317,129,89,169,337,109,149,189,202.33333333333334,93.08538493710432,149.0,20.0,121.16666666666667,120.69440288964888,94.5,75.83040287378144,2.0,2.0,0.8349381017881705,0.7883597883597884,1.9232804232804233,2.0369127516778525,1.5,727,607,6,3,378,298,4,2,1
DNS,,86,173,55,142,94,63,181,150,73.75,18.18481509391833,159.5,19.42292459955503,81.75,18.18481509391833,167.5,19.42292459955503,1.0,1.0,0.9021406727828746,0.9522388059701492,0.4880597014925373,0.46238244514106586,1.0,327,295,4,4,670,638,4,4,0
DNS,,39,126,31,106,47,39,134,114,47.8,10.759182125050213,131.4,14.150618361046982,55.8,10.759182125050213,139.4,14.150618361046982,1.0,1.0,0.8566308243727598,0.9426111908177905,0.40028694404591103,0.3637747336377473,1.0,279,239,5,5,697,657,5,5,0
TLS,AmazonAWS,528,5378,1439,274,548,20,20,1480,983.5,455.5,2826.0,2552.0,511.75,512.6784445439461,962.0,597.4523690917405,2.0,3.0,0.9609184171958964,0.9792099792099792,0.35464310464310467,0.3480184005661713,0.6666666666666666,2047,1967,4,2,5772,5652,6,2,1
TLS,Microsoft365,496,4434,158,326,516,20,1480,1480,1164.6666666666667,1192.6489657713855,2380.0,2054.0,718.8,610.2741678950534,972.0,628.0878919387,1.6666666666666667,2.5,0.9721758486366165,0.9794238683127572,0.7395061728395061,0.7340336134453781,1.0,3594,3494,5,3,4860,4760,5,2,1
DNS,Teams,44,214,56,143,52,64,222,151,47.5,9.810708435174291,151.5,38.265519727294965,55.5,9.810708435174291,159.5,38.265519727294965,1.0,1.0,0.8558558558558559,0.9498432601880877,0.34796238244514105,0.31353135313531355,1.0,222,190,4,4,638,606,4,4,0
DNS,,57,139,0,0,65,0,147,0,57.0,0.0,139.0,0.0,65.0,0.0,147.0,0.0,1.0,1.0,0.8769230769230769,0.9455782312925171,0.4421768707482993,0.41007194244604317,1.0,65,57,1,1,147,139,1,1,0
TLS,Cybersec,197,5398,126,51,217,20,20,1480,161.5,35.5,2724.5,2673.5,100.75,84.56173780144303,928.1666666666666,631.84661025354,2.0,3.0,0.8014888337468983,0.9784521458071467,0.07236487699766565,0.05927693154707286,0.6666666666666666,403,323,4,2,5569,5449,6,2,1
QUIC,Google,1743,2406,111,0,1258,84,1258,798,927.0,816.0,2406.0,0.0,378.8,460.84157798532027,489.2,469.16069741614115,2.5,5.0,0.9788806758183738,0.9836467702371219,0.7743254292722813,0.770573566084788,1.0,1894,1854,5,2,2446,2406,5,1,0
TLS,,517,5726,0,0,537,20,20,1480,517.0,0.0,5726.0,0.0,278.5,258.5,974.3333333333334,624.7884086277174,2.0,6.0,0.9281867145421903,0.9794731440301061,0.09527882312692439,0.09028990569332868,0.3333333333333333,557,517,2,1,5846,5726,6,1,1
TLS,Facebook,517,2408,661,179,537,20,20,1412,589.0,72.0,1293.5,1114.5,314.5,264.9872638448875,451.1666666666667,560.733572107903,2.0,3.0,0.9364069952305246,0.9556704839305504,0.4647210934613964,0.45535369153459604,0.6666666666666666,1258,1178,4,2,2707,2587,6,2,1
QUIC,Google,1845,2140,111,27,1258,87,1258,798,663.0,836.4065996870182,1083.5,1056.5,339.5,444.2044386691035,549.75,505.80548385718396,2.0,2.0,0.9764359351988218,0.9854479308776717,0.9263301500682128,0.9178587909552377,1.5,2037,1989,6,3,2199,2167,4,2,0
TLS,Telegram,265,97,217,169,285,237,117,189,211.66666666666666,45.87906809089401,133.0,36.0,125.83333333333333,110.6938972522374,86.5,71.20568797504873,2.0,2.0,0.8410596026490066,0.7687861271676301,2.1820809248554913,2.387218045112782,1.5,755,635,6,3,346,266,4,2,1
DNS,Microsoft365,39,221,57,139,47,65,229,147,53.0,7.014271166700073,157.0,32.04996099841621,61.0,7.014271166700073,165.0,32.04996099841621,1.0,1.0,0.8688524590163934,0.9515151515151515,0.3696969696969697,0.3375796178343949,1.0,305,265,5,5,825,785,5,5,0
